---,Actor,Location,Rotation,Scale,Meshes
Row_1891,Class'/Script/Engine.StaticMeshActor',"(X=-8781.000000,Y=10369.000000,Z=-623.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=5.000006)","(X=8.915000,Y=8.915000,Z=8.915000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Train_part_16.SM_Train_part_16'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_Train""')))"
Row_1892,Class'/Script/Engine.StaticMeshActor',"(X=-8165.722168,Y=22567.703125,Z=-512.075989)","(Pitch=20.323835,Yaw=2.316243,Roll=38.274963)","(X=10.000000,Y=10.000000,Z=10.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Train_part_08.SM_Train_part_08'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_Train""')))"
Row_1893,Class'/Script/Engine.StaticMeshActor',"(X=-8487.972656,Y=17898.126953,Z=-578.363708)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Train_wheel.SM_Train_wheel'',Materials=(MaterialInstanceConstant'""/Game/DLC006_JunkyardCar/Materials/MI_Train_03""')))"
Row_1894,Class'/Script/Engine.StaticMeshActor',"(X=-8490.716797,Y=17854.781250,Z=-565.502197)","(Pitch=0.000000,Yaw=-93.627319,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Train_wheel.SM_Train_wheel'',Materials=(MaterialInstanceConstant'""/Game/DLC006_JunkyardCar/Materials/MI_Train_03""')))"
Row_1895,Class'/Script/Engine.StaticMeshActor',"(X=-13925.111328,Y=12995.569336,Z=-502.308411)","(Pitch=-25.301128,Yaw=-0.462134,Roll=1.148848)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Train_wheel.SM_Train_wheel'',Materials=(MaterialInstanceConstant'""/Game/DLC006_JunkyardCar/Materials/MI_Train_03""')))"
Row_1896,Class'/Script/Engine.StaticMeshActor',"(X=-8538.248047,Y=17829.880859,Z=-578.363708)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Train_wheel.SM_Train_wheel'',Materials=(MaterialInstanceConstant'""/Game/DLC006_JunkyardCar/Materials/MI_Train_03""')))"
Row_1897,Class'/Script/Engine.StaticMeshActor',"(X=-8435.791016,Y=10747.721680,Z=-693.164917)","(Pitch=-0.164210,Yaw=-24.898821,Roll=10.037055)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_TrainGate02.SM_TrainGate02'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1898,Class'/Script/Engine.StaticMeshActor',"(X=-8108.073730,Y=13871.579102,Z=-577.117920)","(Pitch=-0.167999,Yaw=-9.898705,Roll=5.007310)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_TrainGate03.SM_TrainGate03'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1899,Class'/Script/Engine.StaticMeshActor',"(X=-8154.151367,Y=22521.976562,Z=-809.074890)","(Pitch=0.000000,Yaw=6.876007,Roll=22.642801)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_TrainGate02.SM_TrainGate02'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1900,Class'/Script/Engine.StaticMeshActor',"(X=-8221.630859,Y=19284.945312,Z=-477.083862)","(Pitch=-13.500402,Yaw=-13.885252,Roll=-18.080231)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_TrainGate03.SM_TrainGate03'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1901,Class'/Script/Engine.StaticMeshActor',"(X=-8247.423828,Y=14474.871094,Z=-604.269531)","(Pitch=-24.967773,Yaw=-186.444077,Roll=-2.072028)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_TrainGate03.SM_TrainGate03'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1902,Class'/Script/Engine.StaticMeshActor',"(X=-8959.520508,Y=14547.505859,Z=314.513763)","(Pitch=0.000000,Yaw=0.000000,Roll=-84.660057)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_TrainGate02.SM_TrainGate02'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1903,Class'/Script/Engine.StaticMeshActor',"(X=-8251.591797,Y=18760.248047,Z=-276.848389)","(Pitch=-10.963129,Yaw=-15.948954,Roll=-8.356812)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_TrainGate.SM_TrainGate'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""',MaterialInstanceConstant'""/Game/DLC006_JunkyardCar/Materials/MI_rust_train06_INS""')))"
Row_1904,Class'/Script/Engine.StaticMeshActor',"(X=-8207.001953,Y=12562.254883,Z=-840.329773)","(Pitch=-0.167938,Yaw=-4.898486,Roll=69.992538)","(X=0.992500,Y=0.992500,Z=0.992500)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_TrainGate02.SM_TrainGate02'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1905,Class'/Script/Engine.StaticMeshActor',"(X=-8204.707031,Y=12561.956055,Z=-53.332592)","(Pitch=-0.167938,Yaw=-4.898518,Roll=-170.006561)","(X=0.992500,Y=0.992500,Z=0.992500)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_TrainGate02.SM_TrainGate02'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1906,Class'/Script/Engine.StaticMeshActor',"(X=-7866.990234,Y=15126.750977,Z=29.434298)","(Pitch=1.894715,Yaw=165.244751,Roll=-160.169968)","(X=0.992500,Y=0.992500,Z=0.992500)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_TrainGate02.SM_TrainGate02'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1907,Class'/Script/Engine.StaticMeshActor',"(X=-8237.787109,Y=19022.935547,Z=-799.000000)","(Pitch=0.000000,Yaw=-10.000031,Roll=70.000061)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_TrainGate02.SM_TrainGate02'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1908,Class'/Script/Engine.StaticMeshActor',"(X=-8162.525879,Y=19342.013672,Z=88.000000)","(Pitch=0.000000,Yaw=-10.000031,Roll=230.000015)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_TrainGate02.SM_TrainGate02'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1909,Class'/Script/Engine.StaticMeshActor',"(X=-12487.613281,Y=28753.039062,Z=-323.107025)","(Pitch=21.861946,Yaw=72.908607,Roll=4.580497)","(X=1.119918,Y=1.119918,Z=1.119918)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_TrainGate.SM_TrainGate'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""',MaterialInstanceConstant'""/Game/DLC006_JunkyardCar/Materials/MI_rust_train06_INS""')))"
Row_1910,Class'/Script/Engine.StaticMeshActor',"(X=-7886.075195,Y=21388.396484,Z=-385.559052)","(Pitch=14.735068,Yaw=20.496735,Roll=16.528103)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_TrainGate03.SM_TrainGate03'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1911,Class'/Script/Engine.StaticMeshActor',"(X=-7404.290527,Y=16102.593750,Z=-643.220825)","(Pitch=-1.163482,Yaw=50.118450,Roll=-5.335294)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_TrainGate.SM_TrainGate'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""',MaterialInstanceConstant'""/Game/DLC006_JunkyardCar/Materials/MI_rust_train06_INS""')))"
Row_1912,Class'/Script/Engine.StaticMeshActor',"(X=-11393.661133,Y=14343.592773,Z=-566.192566)","(Pitch=1.304549,Yaw=60.703228,Roll=-0.731849)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Environment/Props/SM_trash_paper_06.SM_trash_paper_06'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environment/Props/Materials/MI_Trash_paper_01""')))"
Row_1913,Class'/Script/Engine.StaticMeshActor',"(X=-11389.029297,Y=14382.172852,Z=-564.404541)","(Pitch=1.102706,Yaw=183.073166,Roll=3.078434)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Environment/Props/SM_trash_paper_02.SM_trash_paper_02'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environment/Props/Materials/MI_Trash_paper_01""')))"
Row_1914,Class'/Script/Engine.StaticMeshActor',"(X=-11395.090820,Y=14424.991211,Z=-564.404541)","(Pitch=1.102706,Yaw=183.073166,Roll=3.078434)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Environment/Props/SM_trash_paper_04.SM_trash_paper_04'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environment/Props/Materials/MI_Trash_paper_01""')))"
Row_1915,Class'/Script/Engine.StaticMeshActor',"(X=-11473.119141,Y=14299.958984,Z=-566.624207)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Environment/Props/SM_trash_paper_06.SM_trash_paper_06'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environment/Props/Materials/MI_Trash_paper_01""')))"
Row_1916,Class'/Script/Engine.StaticMeshActor',"(X=-11425.496094,Y=14291.521484,Z=-567.842834)","(Pitch=0.000000,Yaw=60.711601,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Environment/Props/SM_trash_paper_04.SM_trash_paper_04'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environment/Props/Materials/MI_Trash_paper_01""')))"
Row_1917,Class'/Script/Engine.StaticMeshActor',"(X=-8085.687500,Y=13631.770508,Z=-646.274841)","(Pitch=-0.167938,Yaw=-4.898518,Roll=-0.007538)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Wagon_01.SM_Wagon_01'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""',MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_wood1_INS""')))"
Row_1918,Class'/Script/Engine.StaticMeshActor',"(X=-8195.062500,Y=12752.916992,Z=-646.290588)","(Pitch=-0.167938,Yaw=-4.898518,Roll=-0.007538)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Wagon_02.SM_Wagon_02'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1919,Class'/Script/Engine.StaticMeshActor',"(X=-7440.780762,Y=15409.166992,Z=-638.591431)","(Pitch=1.337788,Yaw=-61.546631,Roll=4.926667)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Wagon_01.SM_Wagon_01'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""',MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_wood1_INS""')))"
Row_1920,Class'/Script/Engine.StaticMeshActor',"(X=-7834.375000,Y=20216.587891,Z=-611.851440)","(Pitch=9.989185,Yaw=-12.691979,Roll=-0.466975)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_wagon_03.SM_wagon_03'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1921,Class'/Script/Engine.StaticMeshActor',"(X=-7867.705566,Y=21092.115234,Z=-539.635437)","(Pitch=10.129996,Yaw=-0.004896,Roll=-3.537985)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Wagon_01.SM_Wagon_01'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""',MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_wood1_INS""')))"
Row_1922,Class'/Script/Engine.StaticMeshActor',"(X=-8413.826172,Y=18454.316406,Z=-658.000000)","(Pitch=0.000000,Yaw=-10.000116,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Wagon_01.SM_Wagon_01'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""',MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_wood1_INS""')))"
Row_1923,Class'/Script/Engine.StaticMeshActor',"(X=-8981.571289,Y=14349.342773,Z=-116.299202)","(Pitch=0.000000,Yaw=0.000000,Roll=196.330338)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Wagon_02.SM_Wagon_02'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1924,Class'/Script/Engine.StaticMeshActor',"(X=-8173.009766,Y=19338.480469,Z=-643.000000)","(Pitch=0.000000,Yaw=-10.000031,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Wagon_02.SM_Wagon_02'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1925,Class'/Script/Engine.StaticMeshActor',"(X=-8642.972656,Y=13372.049805,Z=-388.977722)","(Pitch=59.473885,Yaw=360.000000,Roll=360.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_wagon_03.SM_wagon_03'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1926,Class'/Script/Engine.StaticMeshActor',"(X=-8472.398438,Y=10993.208984,Z=-663.153198)","(Pitch=0.643192,Yaw=-20.224922,Roll=-2.019592)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Wagon_02.SM_Wagon_02'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1927,Class'/Script/Engine.StaticMeshActor',"(X=-7976.500488,Y=14906.137695,Z=-583.103699)","(Pitch=-0.167938,Yaw=-4.898518,Roll=-5.007538)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Wagon_02.SM_Wagon_02'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1928,Class'/Script/Engine.StaticMeshActor',"(X=-8319.332031,Y=11854.268555,Z=-646.271362)","(Pitch=1.134392,Yaw=-9.842799,Roll=-0.049255)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Wagon_02.SM_Wagon_02'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1929,Class'/Script/Engine.StaticMeshActor',"(X=-11450.487305,Y=11236.228516,Z=-577.411438)","(Pitch=-2.323364,Yaw=-87.673988,Roll=-1.283503)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_wagon_03.SM_wagon_03'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1930,Class'/Script/Engine.StaticMeshActor',"(X=-12015.113281,Y=11821.732422,Z=-529.724609)","(Pitch=-9.234219,Yaw=57.631268,Roll=0.000027)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Wagon_02.SM_Wagon_02'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""')))"
Row_1931,Class'/Script/Engine.StaticMeshActor',"(X=-9157.260742,Y=10654.173828,Z=-630.510620)","(Pitch=0.000000,Yaw=-131.060089,Roll=0.000000)","(X=0.870699,Y=1.045400,Z=0.870699)","((StaticMesh=StaticMesh'/Game/Assets/Trains/SM_Wagon_01.SM_Wagon_01'',Materials=(MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_rust_train_INS1""',MaterialInstanceConstant'""/Game/Assets/Trains/Materials/MI_wood1_INS""')))"
Row_1932,Class'/Script/Engine.StaticMeshActor',"(X=-11002.125977,Y=10812.432617,Z=-433.161163)","(Pitch=-0.012479,Yaw=-179.745987,Roll=2.830255)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Environment/Props/SM_Warning_Plate_Sign_Plane_003.SM_Warning_Plate_Sign_Plane_003'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environment/Props/Materials/MI_Signs_MMProps""')))"
Row_1933,Class'/Script/Engine.StaticMeshActor',"(X=-13716.818359,Y=11318.797852,Z=-237.808197)","(Pitch=-8.746684,Yaw=-29.916080,Roll=0.000008)","(X=1.365000,Y=1.314692,Z=1.004942)","((StaticMesh=StaticMesh'/Game/DLC006_JunkyardCar/Assets/SM_Wheels_Wire_b.SM_Wheels_Wire_b'',Materials=(MaterialInstanceConstant'""/Game/TMEntertainmentPack1/Entertainment/_common/materials/MI_RopeClean01Black""')))"
Row_1934,Class'/Script/Engine.StaticMeshActor',"(X=-13999.923828,Y=11470.368164,Z=-340.669922)","(Pitch=-3.599419,Yaw=-208.949905,Roll=-4.814282)","(X=1.365000,Y=1.314692,Z=1.004942)","((StaticMesh=StaticMesh'/Game/DLC006_JunkyardCar/Assets/SM_Wheels_Wire_b.SM_Wheels_Wire_b'',Materials=(MaterialInstanceConstant'""/Game/TMEntertainmentPack1/Entertainment/_common/materials/MI_RopeClean01Black""')))"
Row_1935,Class'/Script/Engine.StaticMeshActor',"(X=-13998.256836,Y=11470.439453,Z=-259.017914)","(Pitch=-3.599419,Yaw=-208.949905,Roll=-4.814282)","(X=1.365000,Y=1.314692,Z=1.004942)","((StaticMesh=StaticMesh'/Game/DLC006_JunkyardCar/Assets/SM_Wheels_Wire_b.SM_Wheels_Wire_b'',Materials=(MaterialInstanceConstant'""/Game/TMEntertainmentPack1/Entertainment/_common/materials/MI_RopeClean01Black""')))"
Row_1936,Class'/Script/Engine.StaticMeshActor',"(X=-12124.280273,Y=10130.792969,Z=-350.632568)","(Pitch=0.000000,Yaw=-30.308853,Roll=0.000000)","(X=1.365000,Y=1.314692,Z=1.004942)","((StaticMesh=StaticMesh'/Game/DLC006_JunkyardCar/Assets/SM_Wheels_Wire_b.SM_Wheels_Wire_b'',Materials=(MaterialInstanceConstant'""/Game/TMEntertainmentPack1/Entertainment/_common/materials/MI_RopeClean01Black""')))"
Row_1937,Class'/Script/Engine.StaticMeshActor',"(X=-12409.265625,Y=10282.971680,Z=-423.186279)","(Pitch=-3.599419,Yaw=-209.737778,Roll=-4.814282)","(X=1.365000,Y=1.314692,Z=1.004942)","((StaticMesh=StaticMesh'/Game/DLC006_JunkyardCar/Assets/SM_Wheels_Wire_b.SM_Wheels_Wire_b'',Materials=(MaterialInstanceConstant'""/Game/TMEntertainmentPack1/Entertainment/_common/materials/MI_RopeClean01Black""')))"
Row_1938,Class'/Script/Engine.StaticMeshActor',"(X=-12402.592773,Y=10287.022461,Z=-341.885193)","(Pitch=-3.599419,Yaw=-209.737778,Roll=-4.814282)","(X=1.365000,Y=1.314692,Z=1.004942)","((StaticMesh=StaticMesh'/Game/DLC006_JunkyardCar/Assets/SM_Wheels_Wire_b.SM_Wheels_Wire_b'',Materials=(MaterialInstanceConstant'""/Game/TMEntertainmentPack1/Entertainment/_common/materials/MI_RopeClean01Black""')))"
Row_1939,Class'/Script/Engine.StaticMeshActor',"(X=-13187.187500,Y=10950.848633,Z=-358.459564)","(Pitch=0.000000,Yaw=-39.622604,Roll=0.000000)","(X=1.365000,Y=1.314692,Z=1.004942)","((StaticMesh=StaticMesh'/Game/DLC006_JunkyardCar/Assets/SM_Wheels_Wire_b.SM_Wheels_Wire_b'',Materials=(MaterialInstanceConstant'""/Game/TMEntertainmentPack1/Entertainment/_common/materials/MI_RopeClean01Black""')))"
Row_1940,Class'/Script/Engine.StaticMeshActor',"(X=-13187.089844,Y=10950.745117,Z=-283.653931)","(Pitch=0.000000,Yaw=-39.622604,Roll=0.000000)","(X=1.365000,Y=1.314692,Z=1.004942)","((StaticMesh=StaticMesh'/Game/DLC006_JunkyardCar/Assets/SM_Wheels_Wire_b.SM_Wheels_Wire_b'',Materials=(MaterialInstanceConstant'""/Game/TMEntertainmentPack1/Entertainment/_common/materials/MI_RopeClean01Black""')))"
Row_1941,Class'/Script/Engine.StaticMeshActor',"(X=-13439.026367,Y=11150.075195,Z=-356.649506)","(Pitch=-3.599419,Yaw=-218.656326,Roll=-4.814282)","(X=1.365000,Y=1.314692,Z=1.004942)","((StaticMesh=StaticMesh'/Game/DLC006_JunkyardCar/Assets/SM_Wheels_Wire_b.SM_Wheels_Wire_b'',Materials=(MaterialInstanceConstant'""/Game/TMEntertainmentPack1/Entertainment/_common/materials/MI_RopeClean01Black""')))"
Row_1942,Class'/Script/Engine.StaticMeshActor',"(X=-13438.448242,Y=11147.924805,Z=-274.787079)","(Pitch=-3.599419,Yaw=-218.656326,Roll=-4.814282)","(X=1.365000,Y=1.314692,Z=1.004942)","((StaticMesh=StaticMesh'/Game/DLC006_JunkyardCar/Assets/SM_Wheels_Wire_b.SM_Wheels_Wire_b'',Materials=(MaterialInstanceConstant'""/Game/TMEntertainmentPack1/Entertainment/_common/materials/MI_RopeClean01Black""')))"
Row_1943,Class'/Script/Engine.StaticMeshActor',"(X=-13716.941406,Y=11318.879883,Z=-342.952606)","(Pitch=0.000000,Yaw=-29.916084,Roll=0.000000)","(X=1.365000,Y=1.314692,Z=1.004942)","((StaticMesh=StaticMesh'/Game/DLC006_JunkyardCar/Assets/SM_Wheels_Wire_b.SM_Wheels_Wire_b'',Materials=(MaterialInstanceConstant'""/Game/TMEntertainmentPack1/Entertainment/_common/materials/MI_RopeClean01Black""')))"
Row_1944,Class'/Script/Engine.StaticMeshActor',"(X=-12126.449219,Y=10132.074219,Z=-425.438171)","(Pitch=0.000000,Yaw=-30.308853,Roll=0.000000)","(X=1.365000,Y=1.314692,Z=1.004942)","((StaticMesh=StaticMesh'/Game/DLC006_JunkyardCar/Assets/SM_Wheels_Wire_b.SM_Wheels_Wire_b'',Materials=(MaterialInstanceConstant'""/Game/TMEntertainmentPack1/Entertainment/_common/materials/MI_RopeClean01Black""')))"
Row_1945,Class'/Script/Engine.StaticMeshActor',"(X=-9345.729492,Y=10455.374023,Z=-597.159119)","(Pitch=4.166000,Yaw=200.000198,Roll=0.000002)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Environment/Junkyard/Meshes/Wheels/SM_WheelsPile_01.SM_WheelsPile_01'',Materials=(MaterialInstanceConstant'""/Game/Junkyard/Materials/Instances/Props/MI_Junkyard_Wheels_Damaged_MMProps""')))"
Row_1946,Class'/Script/Engine.StaticMeshActor',"(X=-11925.973633,Y=10035.800781,Z=-567.541077)","(Pitch=0.000000,Yaw=206.884933,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Environment/Junkyard/Meshes/Wheels/SM_WheelsPile_01.SM_WheelsPile_01'',Materials=(MaterialInstanceConstant'""/Game/Junkyard/Materials/Instances/Props/MI_Junkyard_Wheels_Damaged_MMProps""')))"
Row_1947,Class'/Script/Engine.StaticMeshActor',"(X=-13494.465820,Y=12516.291016,Z=-567.541077)","(Pitch=0.000000,Yaw=149.657532,Roll=-4.562945)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Environment/Junkyard/Meshes/Wheels/SM_WheelsPile_01.SM_WheelsPile_01'',Materials=(MaterialInstanceConstant'""/Game/Junkyard/Materials/Instances/Props/MI_Junkyard_Wheels_Damaged_MMProps""')))"
Row_1948,Class'/Script/Engine.StaticMeshActor',"(X=-11598.349609,Y=14322.541992,Z=-560.310547)","(Pitch=-6.953841,Yaw=-19.005142,Roll=-1.884072)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/SovietBathroom/Meshes/Objects/Toilet01_ADD01.Toilet01_ADD01'',Materials=(MaterialInstanceConstant'""/Game/SovietBathroom/Materials/Objects/MI_Toilet_01_MMProps""')))"
Row_1949,Class'/Script/Engine.StaticMeshActor',"(X=-11538.243164,Y=14372.077148,Z=-558.581238)","(Pitch=0.000000,Yaw=0.000000,Roll=-96.915428)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/SovietBathroom/Meshes/Objects/ToiletBrush01.ToiletBrush01'',Materials=(MaterialInstanceConstant'""/Game/SovietBathroom/Materials/Objects/MI_ToiletBrush_MMProps""')))"
Row_1950,Class'/Script/Engine.StaticMeshActor',"(X=-11558.659180,Y=14404.976562,Z=-560.427856)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/SovietBathroom/Meshes/Objects/ToiletBrush01_Base.ToiletBrush01_Base'',Materials=(MaterialInstanceConstant'""/Game/SovietBathroom/Materials/Objects/MI_ToiletBrush_MMProps""')))"
Row_1951,Class'/Script/Engine.StaticMeshActor',"(X=-11417.293945,Y=14477.715820,Z=-556.253052)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/SovietBathroom/Meshes/Objects/ToiletPaper01_a.ToiletPaper01_a'',Materials=(MaterialInstanceConstant'""/Game/SovietBathroom/Materials/Objects/MI_ToiletPaper_MMProps""')))"
